3K_DNA_IRIS_UNIQUE_ID	Genetic_Stock_varname	AWPR_REPRO	CUDI_CODE_REPRO	CULT_CODE_REPRO	CUNO_CODE_REPRO	LLT_CODE	PLT_CODE_POST	SDHT_CODE	APANTH_REPRO	APSH	APCO_REV_POST	APCO_REV_REPRO	AWCO_LREV	AWCO_REV	AWDIST	BLANTHPR_VEG	BLANTHDI_VEG	BLPUB_VEG	BLSCO_ANTH_VEG	BLSCO_REV_VEG	CCO_REV_VEG	CUAN_REPRO	ENDO	FLA_EREPRO	FLA_REPRO	INANTH	LIGCO_REV_VEG	LIGSH	LPCO_REV_POST	LPPUB	LSEN	NOANTH	PEX_REPRO	PTH	SCCO_REV	SECOND_BR_REPRO	SLCO_REV	SPKF	SLLT_CODE	AUCO_REV_VEG	BLCO_REV_VEG	CUST_REPRO	INCO_REV_REPRO	LA	NOCO_REV	PA_REPRO	PSH	PTY
IRIS_313-8326	JC_1::IRGC_9091-1	0.0	2.0	5.0	2.0	3.0	3.0	1.0				80.0		0.0				3.0		60.0	60.0	1.0	1.0		1.0		11.0		54.0		1.0		9.0	2.0	10.0		20.0	4.0	3.0	61.0	60.0	1.0	60.0					1.0
IRIS_313-9083	PANKHARI_203::IRGC_5999-1	0.0	1.0	5.0	2.0	3.0	3.0	1.0				80.0		0.0				3.0		60.0	60.0	1.0	1.0		5.0		11.0		42.0		1.0		9.0	3.0	10.0			3.0	5.0	61.0	61.0	9.0	60.0					9.0
IRIS_313-9601	CHAWAL::IRGC_73090-1	1.0	1.0	5.0	2.0	3.0	4.0	2.0				70.0		40.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	5.0	7.0		9.0	1.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	1.0	41.0	3.0		2.0	1.0	2.0
IRIS_313-9783	BERENJ_1277_S::IRGC_3461-1	1.0	1.0	3.0	2.0	3.0	2.0	1.0				70.0		20.0				3.0		60.0	60.0	1.0	1.0		1.0		11.0		20.0		1.0		9.0	2.0	10.0			2.0	5.0	61.0	60.0	7.0	60.0					9.0
IRIS_313-9949	PANNITHI::IRGC_51049-1	9.0	2.0	6.0	2.0	4.0	3.0	2.0				70.0		70.0				2.0		60.0	60.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	5.0		7.0	2.0	70.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	5.0		2.0	1.0	5.0
IRIS_313-8342	KURULU_WEE_(WHITE)::IRGC_66518-1								0.0	2.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	3.0		1.0	1.0	0.0	11.0	3.0	42.0	4.0	7.0	0.0	9.0	3.0	10.0	1.0	20.0	5.0	3.0	62.0	61.0	7.0	41.0	3.0	60.0	3.0	1.0	5.0
IRIS_313-8655	TAK::IRGC_73124-1	1.0	2.0	3.0	3.0	3.0	3.0	2.0			20.0	20.0		20.0				3.0		60.0	61.0	5.0	1.0		5.0		11.0	3.0	20.0	4.0	3.0		5.0	3.0	70.0	1.0	20.0	4.0	1.0	61.0	60.0	5.0	41.0	2.0	60.0	2.0	1.0	7.0
IRIS_313-8771	SIMUL_KHURI::IRGC_35154-1	1.0	1.0	4.0	3.0	3.0	3.0	2.0				20.0		20.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	2.0	7.0		5.0	2.0	70.0	1.0	20.0	5.0	3.0	61.0	60.0	5.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-8789	LALSAITA::IRGC_43915-1	0.0	1.0	5.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	5.0	1.0		7.0		11.0	3.0	54.0	2.0	3.0		9.0	2.0	70.0	1.0	20.0	4.0	3.0	61.0	63.0	9.0	60.0	9.0		2.0	1.0	9.0
IRIS_313-8864	NOROI::IRGC_31611-1	0.0	2.0	4.0	2.0	3.0	3.0	2.0				80.0		0.0				3.0		84.0	60.0	3.0	1.0		3.0		11.0		54.0		9.0		9.0	3.0	70.0		20.0	4.0	3.0	61.0	60.0	9.0	60.0					5.0
IRIS_313-9039	MUTTU_SAMBA::IRGC_36333-1	0.0	2.0	5.0	1.0	4.0	2.0	2.0			52.0	80.0		0.0				3.0		60.0	61.0	5.0	1.0		3.0		11.0	3.0	53.0	4.0	5.0		7.0	3.0	70.0	1.0	20.0	3.0	1.0	61.0	60.0	1.0	41.0	5.0	60.0	2.0	1.0	5.0
IRIS_313-9108	RAYADA::IRGC_27594-1	1.0	2.0	6.0	2.0	3.0	3.0	3.0				80.0		80.0				3.0		60.0	60.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	9.0		9.0	3.0	70.0	1.0	20.0	5.0	3.0	61.0	60.0	5.0	60.0	4.0		2.0	3.0	5.0
IRIS_313-8383	GENE::IRGC_67434-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	4.0	3.0		5.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	5.0		2.0	1.0	5.0
IRIS_313-9809	NALUMOOLAI_KARUPAN::IRGC_8993-1	0.0	2.0	7.0	2.0	4.0	3.0	2.0				80.0		0.0				3.0		60.0	60.0	1.0	1.0		3.0		11.0		100.0		1.0		9.0	2.0	70.0			4.0	5.0	61.0	60.0	1.0	60.0					9.0
IRIS_313-10041	BOTOHAVANA_MENA::IRGC_69349-1	1.0	2.0	6.0	2.0	4.0	3.0	2.0				70.0		70.0				3.0		81.0	61.0	3.0	1.0		1.0		11.0	3.0	53.0	3.0	5.0		9.0	2.0	70.0	1.0	20.0	4.0	3.0	61.0	85.0	3.0	60.0	4.0		1.0	1.0	9.0
IRIS_313-10285	SICAN::IRGC_117029-1								0.0	2.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	3.0		1.0	3.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	9.0	1.0		1.0	20.0	5.0	3.0	62.0	60.0	7.0	60.0	5.0	60.0	4.0	1.0	5.0
IRIS_313-10421	WAR_72-2-1-1::IRGC_117361-1								0.0	2.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	5.0		5.0	5.0	0.0	11.0	3.0	54.0	4.0	7.0	0.0	9.0	2.0		1.0	20.0	4.0	3.0	62.0	60.0	1.0	60.0	3.0	60.0	3.0	1.0	5.0
IRIS_313-10423	YN_1353-3::IRGC_117363-1								0.0	1.0	80.0	80.0	0.0	0.0		1.0	85.0	3.0	3.0	81.0	61.0	3.0		1.0	7.0	0.0	84.0	3.0	54.0	4.0	7.0	0.0	9.0	2.0		1.0	20.0	4.0	3.0	62.0	60.0	5.0	60.0	3.0	60.0	4.0	1.0	5.0
IRIS_313-8232	IR_62266-42-6-2::IRGC_117397-1								0.0	2.0	20.0	70.0	0.0	0.0		0.0		1.0	0.0	60.0	60.0	5.0		3.0	3.0	0.0	62.0	3.0	20.0	1.0	7.0	0.0	9.0	3.0	10.0	1.0	20.0	4.0	5.0	62.0	63.0	7.0	60.0	1.0	60.0	3.0	1.0	3.0
IRIS_313-8244	POKKALI::IRGC_8948-1	0.0	2.0	5.0	2.0	4.0	4.0	1.0				80.0		0.0				3.0		84.0	60.0	1.0	1.0		1.0		11.0		20.0		1.0		9.0	2.0	70.0			4.0	5.0	61.0	60.0	1.0	80.0					9.0
IRIS_313-8401	ARC_13530::IRGC_41146-1	0.0	2.0	6.0	2.0	4.0	4.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	3.0	7.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	61.0	5.0	60.0	5.0		2.0	1.0	5.0
IRIS_313-8405	JIN_JUN_DAO::IRGC_59710-1	0.0	1.0	4.0	3.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	60.0	5.0	1.0		3.0		11.0	3.0	53.0	4.0	7.0		9.0	3.0	70.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	41.0	5.0		2.0	1.0	9.0
IRIS_313-8660	KOTTEYARAN::IRGC_47383-1	0.0	2.0	4.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	5.0	1.0		5.0		11.0	3.0	20.0	2.0	5.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	6.0		2.0	1.0	3.0
IRIS_313-8743	NIAO_YAO::IRGC_5496-1	0.0	2.0	6.0	2.0	3.0	3.0	2.0				10.0		0.0				3.0		60.0	60.0	7.0	1.0		5.0		11.0		20.0		1.0		9.0	2.0	10.0			4.0	5.0	61.0	60.0	9.0	60.0					9.0
IRIS_313-9111	XIA_ZHI_BAI::IRGC_53437-1	0.0	1.0	2.0	2.0	2.0	2.0	2.0			20.0	20.0		0.0				3.0		60.0	61.0	3.0	1.0		1.0		11.0	3.0	53.0	4.0	5.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	1.0	41.0	3.0	60.0	2.0	1.0	5.0
IRIS_313-9351	PARA_NELLU::IRGC_50009-1	0.0	2.0	4.0	2.0	3.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	7.0	1.0		5.0		11.0	3.0	20.0	2.0	9.0		9.0	3.0	10.0	1.0	20.0	3.0	3.0	61.0	60.0	5.0	41.0	5.0		2.0	1.0	9.0
IRIS_313-9388	VARY_MALADY_MENA::IRGC_51555-1								0.0	1.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	5.0		1.0	3.0	0.0	11.0	3.0	54.0	4.0	7.0	0.0	5.0	2.0		1.0	20.0	4.0	3.0	62.0	60.0	3.0	60.0	3.0	60.0	3.0	1.0	5.0
IRIS_313-10040	MILYANG_77::IRGC_69340-1	0.0	1.0	2.0	2.0	2.0	2.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	4.0	5.0		5.0	2.0	10.0	1.0	20.0	5.0	1.0	61.0	60.0	3.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-10158	PICO_NEGRO::IRGC_55849-1	0.0	1.0	4.0	3.0	4.0	3.0	1.0				80.0		0.0				3.0		60.0	60.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	7.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	61.0	1.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-10359	IR_53650-2B-10-1-2-1::IRGC_117379-1								0.0	1.0	20.0	60.0	20.0	11.0	5.0	0.0		3.0	0.0	60.0	61.0	1.0		1.0	3.0	0.0	11.0	3.0	20.0	4.0	9.0	0.0	9.0	2.0		1.0	20.0	3.0	5.0	62.0	60.0	9.0	60.0	5.0	60.0	4.0	1.0	5.0
IRIS_313-9438	7507-137::IRGC_40081-1	0.0	1.0	3.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	4.0	9.0		9.0	3.0	10.0	2.0	20.0	5.0	3.0	61.0	63.0	1.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-9724	AI_DA_ZHONG::IRGC_59348-1	1.0		2.0	2.0	2.0	2.0	2.0				52.0		20.0				3.0		60.0	61.0	1.0	1.0		3.0		11.0	3.0	42.0	3.0			9.0	3.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	1.0	60.0	3.0		2.0	1.0	1.0
IRIS_313-9759	OEIRAS::IRGC_286-1	0.0	2.0	3.0	2.0	3.0	2.0	1.0				80.0		0.0				3.0		60.0	60.0	1.0	1.0		5.0		11.0		20.0		9.0		9.0	2.0	10.0			4.0	5.0	61.0	63.0	1.0	60.0					1.0
IRIS_313-9880	PI_282203::IRGC_16292-1	7.0	1.0	3.0	2.0	3.0	2.0	2.0				80.0		80.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	5.0	5.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	1.0	84.0	1.0		2.0	1.0	1.0
IRIS_313-8578	KHAU_TRA_BONG::IRGC_78342-1	0.0	2.0	4.0	2.0	4.0	3.0	2.0			52.0	71.0		0.0				1.0		60.0	61.0	3.0	2.0		3.0		11.0	3.0	20.0	1.0	5.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	1.0	41.0	1.0	60.0	2.0	1.0	5.0
IRIS_313-8594	MINATANDA::IRGC_74613-1	0.0	2.0	6.0	2.0	3.0	3.0	2.0			20.0	20.0		0.0				1.0		60.0	61.0	3.0	1.0		1.0		11.0	3.0	20.0	1.0	3.0		7.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	1.0	41.0	2.0	60.0	2.0	1.0	5.0
IRIS_313-8883	LOMPUG::IRGC_71559-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	90.0	5.0	5.0		7.0	2.0	10.0	1.0	80.0	3.0	3.0	61.0	60.0	3.0	41.0	3.0		2.0	1.0	3.0
IRIS_313-9187	WANGKOD::IRGC_71646-1	0.0	2.0	6.0	1.0	4.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	1.0	5.0		7.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	41.0	5.0		2.0	1.0	5.0
IRIS_313-9267	CHIRGUA_1_I_22::IRGC_3408-1	0.0	2.0	5.0	2.0	3.0	3.0	1.0				10.0		0.0				3.0		60.0	60.0	1.0	1.0		1.0		11.0		42.0		9.0		9.0	1.0	10.0			4.0	3.0	61.0	63.0	1.0	60.0					1.0
IRIS_313-9363	MAYBELLE::IRGC_78629-1	0.0	2.0	3.0	2.0	2.0	3.0	2.0			52.0	80.0		0.0				2.0		60.0	61.0	1.0	1.0		3.0		11.0	3.0	20.0	1.0	7.0		9.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	1.0	41.0	1.0	60.0	2.0	1.0	5.0
IRIS_313-9392	ARC_11626::IRGC_21528-1	0.0	1.0	4.0	2.0	3.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	4.0	3.0		5.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	60.0	5.0		2.0	1.0	9.0
IRIS_313-9818	C_1_6-5-2::IRGC_10669-1	0.0	2.0	4.0	2.0	3.0	4.0	3.0				80.0		0.0				3.0		84.0	80.0	3.0	1.0		5.0		11.0		20.0		9.0		9.0	2.0	10.0		20.0	4.0	3.0	80.0	60.0	7.0	41.0					5.0
IRIS_313-9928	DEO_KITAN::IRGC_47197-1									1.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	84.0	61.0	5.0		5.0	7.0	84.0	11.0	3.0	20.0	5.0	9.0	84.0	9.0	1.0		1.0	20.0	4.0	3.0	62.0	60.0	9.0	60.0	1.0	60.0	3.0	1.0	5.0
IRIS_313-9558	LIMBAYAN::IRGC_71556-1	0.0	2.0	6.0	2.0	3.0	4.0	2.0				87.0		0.0				2.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	1.0	7.0		7.0	3.0	10.0	1.0	80.0	4.0	3.0	61.0	60.0	1.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-8268	CHHOTE_DHAN::IRGC_58930-1	0.0	1.0	3.0	1.0	2.0	3.0	2.0			20.0	52.0		0.0				3.0		60.0	61.0	5.0	1.0		5.0		11.0	2.0	20.0	3.0	9.0		9.0	3.0	10.0	1.0	20.0	4.0	1.0	61.0	60.0	1.0	41.0	5.0	60.0	2.0	1.0	5.0
IRIS_313-8498	ARC_7091::IRGC_20491-1	0.0	1.0	6.0	2.0	4.0	3.0	2.0				80.0		0.0				3.0		60.0	60.0	3.0	1.0		3.0		11.0		54.0		9.0		1.0	2.0	10.0		40.0	4.0	3.0	61.0	60.0	9.0	60.0					5.0
IRIS_313-8283	KOYRA::IRGC_77267-1									2.0	80.0	80.0	70.0	70.0	5.0	1.0	85.0	3.0	3.0	84.0	61.0	5.0		5.0	5.0	0.0	11.0	3.0	54.0	4.0	5.0	0.0	5.0	3.0		1.0	20.0	3.0	3.0	62.0	60.0	1.0	41.0	5.0	60.0	3.0	3.0	5.0
IRIS_313-8641	AUS_439::IRGC_29221-1	1.0	1.0	4.0	3.0	3.0	3.0	2.0				10.0		20.0				3.0		80.0	80.0	3.0	1.0		1.0		11.0		42.0		9.0		9.0	3.0	10.0			4.0	3.0	80.0	63.0	1.0	80.0					1.0
IRIS_313-9449	JAMBALI::IRGC_73101-1	0.0	2.0	4.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	7.0		5.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	60.0	5.0		2.0	1.0	5.0
IRIS_313-9641	BEGUM::IRGC_33990-1	0.0	1.0	3.0	2.0	3.0	3.0	2.0				80.0		0.0				3.0		81.0	80.0	5.0	1.0		5.0		11.0	3.0	20.0	2.0	7.0		7.0	1.0	10.0	1.0	20.0	5.0	3.0	80.0	60.0	1.0	80.0	3.0		2.0	1.0	5.0
IRIS_313-9695	SOLAY_GHAT::IRGC_73121-1	1.0	1.0	4.0	2.0	3.0	3.0	2.0				20.0		20.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	42.0	5.0	3.0		5.0	1.0	51.0	1.0	20.0	3.0	3.0	61.0	60.0	3.0	41.0	3.0		2.0	1.0	5.0
IRIS_313-8288	AVO::IRGC_11000-1	0.0	2.0	4.0	2.0	3.0	3.0	2.0				10.0		0.0				3.0		60.0	60.0	3.0	1.0		3.0		11.0		20.0		9.0		9.0	3.0	10.0		20.0	4.0	3.0	61.0	60.0	9.0	60.0					5.0
IRIS_313-8292	CARREON::IRGC_32575-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				10.0		0.0				3.0		60.0	60.0	3.0	1.0		5.0		11.0		20.0		9.0		9.0	3.0	70.0		20.0	4.0	3.0	61.0	60.0	7.0	60.0					5.0
IRIS_313-8745	SD_120_SELN_(CI_12320)::IRGC_1667-1	0.0	2.0	5.0	2.0	3.0	3.0	1.0				10.0		0.0				3.0		60.0	60.0	1.0	1.0		5.0		11.0		20.0		9.0		9.0	1.0	10.0			4.0	5.0	61.0	60.0	1.0	60.0					9.0
IRIS_313-8791	ARANG::IRGC_43322-1	0.0	2.0	6.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	2.0	9.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	60.0	2.0		2.0	1.0	5.0
IRIS_313-8903	BPI_76_NON_SENSITIVE_(GREEN)::IRGC_9790-1	0.0	2.0	4.0	2.0	3.0	3.0	1.0				10.0		0.0				3.0		60.0	60.0	1.0	1.0		5.0		11.0		42.0		1.0		9.0	2.0	10.0			4.0	3.0	61.0	60.0	1.0	60.0					9.0
IRIS_313-9606	DA_11::IRGC_6046-1	0.0	2.0	4.0	3.0	4.0	3.0	1.0				80.0		0.0				3.0		60.0	80.0	1.0	1.0		5.0		11.0		20.0		1.0		9.0	2.0	10.0			4.0	5.0	80.0	60.0	9.0	60.0					9.0
IRIS_313-10030	NS_252::IRGC_68878-1	7.0	2.0	5.0	2.0	4.0	4.0	2.0				71.0		70.0				3.0		81.0	61.0	5.0	1.0		3.0		84.0	3.0	20.0	4.0	3.0		9.0	1.0	10.0	1.0	20.0	5.0	3.0	61.0	85.0	5.0	60.0	3.0		2.0	1.0	9.0
IRIS_313-10102	KELIRENY::IRGC_78426-1	0.0	2.0	7.0	2.0	3.0	3.0	3.0			20.0	20.0		0.0				3.0		60.0	61.0	5.0	1.0		3.0		11.0	3.0	53.0	4.0	3.0		9.0	2.0	10.0	1.0	20.0	2.0	3.0	61.0	60.0	5.0	41.0	5.0	60.0	2.0	3.0	9.0
IRIS_313-8265	CO_39::IRGC_51231-1	0.0	1.0	2.0	2.0	2.0	2.0	2.0				20.0		0.0				3.0		60.0	61.0	5.0	1.0		3.0		11.0	3.0	20.0	4.0	3.0		5.0	1.0	10.0	1.0	20.0	4.0	1.0	61.0	63.0	3.0	60.0	5.0		2.0	1.0	5.0
IRIS_313-9044	IR_2071-586-5-6-3::IRGC_39291-1	0.0	1.0	2.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		3.0		11.0	3.0	20.0	2.0	9.0		3.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	1.0	60.0	1.0		2.0	3.0	5.0
IRIS_313-9314	KAAKARAN::IRGC_27138-1	0.0	2.0	5.0	2.0	4.0	3.0	2.0				10.0		0.0				3.0		60.0	60.0	3.0	1.0		5.0		11.0		20.0		9.0		3.0	3.0	10.0		20.0	4.0	3.0	61.0	60.0	9.0	60.0					1.0
IRIS_313-9424	ARC_5840::IRGC_12144-1	0.0	1.0	4.0	2.0	3.0	3.0	2.0				10.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0		42.0		9.0		1.0	2.0	10.0		20.0	4.0	3.0	61.0	61.0	7.0	60.0					1.0
IRIS_313-9492	NCS_237::IRGC_62202-1	0.0	1.0	4.0	2.0	3.0	3.0	2.0				87.0		0.0				3.0		84.0	61.0	5.0	1.0		5.0		11.0	3.0	42.0	2.0	5.0		3.0	1.0	10.0	1.0	80.0	3.0	3.0	61.0	85.0	3.0	41.0	6.0		2.0	1.0	3.0
IRIS_313-9696	NAZIRA_SAIL::IRGC_77284-1	0.0	2.0	6.0	2.0	3.0	3.0	2.0			20.0	20.0		0.0				3.0		60.0	61.0	7.0	1.0		3.0		11.0	3.0	20.0	4.0	7.0		9.0	3.0	70.0	1.0	20.0	5.0	1.0	61.0	63.0	3.0	41.0	3.0	60.0	2.0	1.0	7.0
IRIS_313-10002	BW_295-5::IRGC_63098-1	0.0	1.0	2.0	2.0	2.0	3.0	1.0			20.0	20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	42.0	4.0	7.0		7.0	3.0	10.0	1.0	20.0	4.0	1.0	61.0	60.0	1.0	41.0	1.0	60.0	2.0	1.0	5.0
IRIS_313-10224	HUA_LI_ZAO::IRGC_80950-1	0.0	2.0	6.0	3.0	3.0	3.0	3.0			20.0	20.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	53.0	4.0	5.0		7.0	3.0	70.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	3.0	60.0	2.0	3.0	5.0
IRIS_313-10274	ICTA_CRISPO_38::IRGC_116994-1								0.0	2.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	3.0		3.0	5.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	7.0	1.0		1.0	20.0	5.0	3.0	62.0	63.0	9.0	60.0	1.0	60.0	4.0	1.0	3.0
IRIS_313-10400	IRGA_370-38-1-1F-C4-2::IRGC_117342-1								0.0	2.0	20.0	60.0	0.0	0.0		0.0		1.0	0.0	60.0	61.0	1.0		1.0	5.0	0.0	11.0	3.0	20.0	1.0	7.0	0.0	7.0	2.0		1.0	20.0	4.0	3.0	62.0	63.0	9.0	60.0	3.0	60.0	4.0	1.0	5.0
IRIS_313-8622	XITTO::IRGC_6671-1	0.0	2.0	6.0	2.0	5.0	3.0	1.0				10.0		0.0				3.0		60.0	60.0	1.0	1.0		5.0		11.0		20.0		1.0		9.0	2.0	70.0			4.0	5.0	61.0	60.0	9.0	60.0					9.0
IRIS_313-9575	MAE_YEU::IRGC_64509-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	4.0	9.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	60.0	5.0	60.0	2.0	1.0	5.0
IRIS_313-9703	CHIANAN_8::IRGC_90-1	0.0	2.0	3.0	3.0	3.0	3.0	1.0				10.0		0.0				3.0		60.0	60.0	1.0	1.0		5.0		11.0		20.0		9.0		9.0	1.0	10.0			4.0	3.0	61.0	63.0	1.0	60.0					1.0
IRIS_313-9770	RAZZA_77::IRGC_3130-1	0.0	2.0	3.0	2.0	3.0	3.0	1.0				10.0		0.0				3.0		60.0	60.0	1.0	1.0		5.0		11.0		20.0		9.0		9.0	1.0	10.0			4.0	5.0	61.0	63.0	1.0	60.0					1.0
IRIS_313-9811	KOPANCSI_KEREK::IRGC_9305-1	0.0	1.0	2.0	2.0	2.0	2.0	2.0				80.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	5.0	7.0		7.0	2.0	70.0		20.0	4.0	3.0	61.0	63.0	1.0	60.0	3.0		2.0	1.0	1.0
IRIS_313-8523	OS_4::IRGC_11335-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				10.0		0.0				1.0		60.0	60.0	1.0	1.0		3.0		11.0		20.0		9.0		9.0	1.0	10.0			4.0	3.0	61.0	63.0	7.0	60.0					1.0
IRIS_313-9301	KETAN_DONGGO::IRGC_54201-1	9.0	2.0	5.0	2.0	3.0	3.0	2.0				80.0		80.0				3.0		60.0	61.0	5.0	2.0		7.0		11.0	3.0	20.0	5.0	7.0		9.0	1.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	3.0	80.0	2.0		2.0	1.0	5.0
IRIS_313-9616	INITLOG_DALAG::IRGC_67436-1	0.0	2.0	4.0	2.0	3.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	3.0	1.0		7.0		11.0	3.0	42.0	3.0	7.0		7.0	1.0	10.0	2.0	80.0	4.0	3.0	61.0	60.0	1.0	41.0	5.0		2.0	1.0	5.0
IRIS_313-8256	GERDEH::IRGC_32301-1	7.0	1.0	3.0	2.0	2.0	3.0	2.0				20.0		20.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	4.0	3.0		7.0	1.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	60.0	5.0		2.0	1.0	5.0
IRIS_313-8356	BLICCA::IRGC_47151-1	9.0	2.0	4.0	1.0	3.0	3.0	2.0				80.0		100.0				2.0		60.0	61.0	1.0	1.0		3.0		11.0	3.0	20.0	2.0	9.0		7.0	1.0	70.0	1.0	20.0	4.0	3.0	61.0	63.0	3.0	84.0	5.0		2.0	1.0	5.0
IRIS_313-8735	NEP_NGAU::IRGC_78369-1	0.0	2.0	4.0	2.0	3.0	3.0	2.0			52.0	20.0		0.0				3.0		60.0	61.0	1.0	2.0		5.0		11.0	3.0	20.0	1.0	7.0		9.0	3.0	10.0	1.0	20.0	5.0	1.0	61.0	63.0	1.0	41.0	2.0	60.0	2.0	1.0	6.0
IRIS_313-8872	571::IRGC_48493-1	0.0	2.0	4.0	2.0	4.0	4.0	1.0				70.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	2.0	9.0		5.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	5.0	60.0	5.0		2.0		5.0
IRIS_313-9048	TSCHINANANGKA::IRGC_64935-1	0.0	1.0	4.0	2.0	3.0	3.0	2.0				71.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	90.0	3.0	3.0		7.0	2.0	10.0	1.0	80.0	4.0	3.0	61.0	63.0	5.0	41.0	5.0		2.0	1.0	6.0
IRIS_313-9081	TAKAO_MOCHI::IRGC_2564-1	0.0	1.0	3.0	2.0	2.0	2.0	1.0				10.0		0.0				3.0		60.0	60.0	1.0	2.0		5.0		11.0		20.0		9.0		9.0	1.0	10.0			4.0	5.0	61.0	63.0	1.0	60.0					1.0
