3K_DNA_IRIS_UNIQUE_ID	Genetic_Stock_varname	AWPR_REPRO	CUDI_CODE_REPRO	CULT_CODE_REPRO	CUNO_CODE_REPRO	LLT_CODE	PLT_CODE_POST	SDHT_CODE	APANTH_REPRO	APSH	APCO_REV_POST	APCO_REV_REPRO	AWCO_LREV	AWCO_REV	AWDIST	BLANTHPR_VEG	BLANTHDI_VEG	BLPUB_VEG	BLSCO_ANTH_VEG	BLSCO_REV_VEG	CCO_REV_VEG	CUAN_REPRO	ENDO	FLA_EREPRO	FLA_REPRO	INANTH	LIGCO_REV_VEG	LIGSH	LPCO_REV_POST	LPPUB	LSEN	NOANTH	PEX_REPRO	PTH	SCCO_REV	SECOND_BR_REPRO	SLCO_REV	SPKF	SLLT_CODE	AUCO_REV_VEG	BLCO_REV_VEG	CUST_REPRO	INCO_REV_REPRO	LA	NOCO_REV	PA_REPRO	PSH	PTY
IRIS_313-11706	KHAO'_NOK_4::IRGC_65932-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0			20.0	20.0		0.0				3.0		81.0	61.0	1.0	1.0		3.0		84.0	3.0	20.0	3.0	5.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	80.0	60.0	3.0	41.0	5.0	60.0	2.0	1.0	5.0
IRIS_313-11779	KATUMANI::IRGC_69695-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	5.0	5.0		7.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	5.0	41.0	5.0		2.0	1.0	5.0
IRIS_313-11780	KILOMBERO::IRGC_69698-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	5.0	1.0		5.0		11.0	3.0	20.0	5.0	1.0		7.0	1.0	10.0	1.0	20.0	3.0	3.0	61.0	60.0	7.0	41.0	4.0		2.0	1.0	5.0
IRIS_313-11782	MALAGASY::IRGC_69717-1	0.0	2.0	5.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	5.0	5.0		7.0	1.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	3.0		2.0	1.0	5.0
IRIS_313-11783	MAMA_TABALI::IRGC_69720-1	1.0	2.0	6.0	3.0	3.0	3.0	3.0			80.0	80.0		80.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	54.0	4.0	5.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	1.0	60.0	2.0	5.0	5.0
IRIS_313-11784	MBEIMBEIHUN::IRGC_69730-1	0.0	2.0	4.0	3.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		1.0		11.0	3.0	20.0	5.0	9.0		9.0	1.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-11785	MOSHI::IRGC_69737-1	0.0	2.0	5.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	5.0	1.0		5.0		11.0	3.0	20.0	3.0	3.0		5.0	2.0	10.0	1.0	20.0	3.0	3.0	61.0	60.0	7.0	41.0	3.0		2.0	1.0	5.0
IRIS_313-11786	N'YA_NOFF::IRGC_69749-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	3.0		7.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-11787	TANDAKAY_FINGO::IRGC_69793-1	0.0	2.0	7.0	2.0	4.0	3.0	2.0				52.0		0.0				3.0		60.0	61.0	5.0	1.0		5.0		11.0	3.0	100.0	3.0	3.0		9.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	7.0	41.0	3.0		2.0	1.0	5.0
IRIS_313-11707	KHAO_SAHKORN::IRGC_65948-1	0.0	2.0	7.0	3.0	4.0	2.0	2.0			20.0	20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	5.0		9.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	1.0	60.0	2.0	5.0	5.0
IRIS_313-11788	CANLUBANG::IRGC_69816-1	1.0	2.0	5.0	2.0	3.0	3.0	2.0				20.0		20.0				3.0		60.0	61.0	3.0	2.0		5.0		11.0	3.0	42.0	5.0	5.0		9.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-11789	SABORAMANDALOAFO::IRGC_69875-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	4.0	3.0		9.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	3.0		2.0	1.0	7.0
IRIS_313-11790	VARIRANGAHY::IRGC_69897-1	5.0	2.0	5.0	2.0	3.0	3.0	2.0				80.0		80.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	5.0	5.0		9.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	1.0	84.0	5.0		2.0	1.0	5.0
IRIS_313-11791	VARY_LAHY::IRGC_69908-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	5.0	5.0		9.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	60.0	2.0		2.0	1.0	5.0
IRIS_313-11792	VONBOANGY::IRGC_69947-1	0.0	2.0	5.0	2.0	4.0	4.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	5.0	7.0		9.0	1.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	1.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-11801	FAN_WU::IRGC_70245-1	0.0	1.0	2.0	3.0	2.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	5.0	7.0		5.0	1.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	3.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-11802	JIE_CAO_ZHAN::IRGC_70305-1	0.0	1.0	5.0	2.0	3.0	3.0	2.0				80.0		0.0				2.0		81.0	80.0	3.0	1.0		3.0		11.0	3.0	20.0	5.0	5.0		9.0	1.0	70.0	1.0	20.0	4.0	3.0	80.0	60.0	5.0	84.0	3.0		2.0	1.0	5.0
IRIS_313-11803	MAO_ZHA_NUO::IRGC_70335-1	0.0	1.0	4.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	5.0	9.0		9.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	3.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-11804	QUN_XUAN_ZAO::IRGC_70371-1	0.0	2.0	2.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	1.0		7.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	1.0	60.0	5.0		2.0	1.0	5.0
IRIS_313-11805	XI_HONG_GU::IRGC_70416-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				70.0		0.0				3.0		84.0	80.0	3.0	1.0		5.0		84.0	3.0	20.0	4.0	3.0		7.0	2.0	10.0	1.0	20.0	3.0	3.0	80.0	60.0	3.0	41.0	5.0		2.0	1.0	6.0
IRIS_313-11806	78_XUAN_WU::IRGC_70475-1	0.0	1.0	2.0	2.0	2.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		3.0		11.0	3.0	20.0	4.0	5.0		5.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	1.0	41.0	3.0		2.0	1.0	5.0
IRIS_313-11807	R_582::IRGC_70504-1	1.0	2.0	4.0	3.0	3.0	3.0	2.0				20.0		20.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	5.0	7.0		7.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	1.0	41.0	1.0		2.0	1.0	5.0
IRIS_313-11808	R_762::IRGC_70531-1	0.0	2.0	3.0	3.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	5.0	9.0		5.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	1.0	41.0	1.0		2.0	1.0	6.0
IRIS_313-11809	MHARAKA::IRGC_70612-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	3.0		9.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-11810	PULURE::IRGC_70647-1	1.0	2.0	7.0	2.0	3.0	3.0	2.0				10.0		20.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0					7.0		70.0	1.0	20.0		3.0	61.0	60.0	3.0	60.0	5.0		2.0		5.0
IRIS_313-11793	KOMALIOKO::IRGC_69958-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		1.0		11.0	3.0	42.0	3.0	5.0		5.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	61.0	3.0	60.0	7.0		2.0	1.0	5.0
IRIS_313-11811	MOSHI::IRGC_70648-1	0.0	2.0	5.0	2.0	3.0	3.0	2.0				52.0		0.0				3.0		60.0	61.0	5.0	1.0		3.0		11.0	3.0	42.0	4.0	3.0		9.0	1.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	5.0	41.0	5.0		2.0	1.0	7.0
IRIS_313-11812	ASFALA::IRGC_70650-1	1.0	2.0	6.0	2.0	5.0	3.0	2.0				20.0		20.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	42.0	5.0	3.0		9.0	1.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	3.0	41.0	4.0		2.0	1.0	5.0
IRIS_313-11813	ZERO::IRGC_70707-2	0.0	2.0	6.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	5.0	1.0		3.0		11.0	3.0	20.0	5.0	3.0		7.0	2.0	70.0	1.0	20.0	4.0	3.0	61.0	60.0	5.0	41.0	7.0		2.0	1.0	9.0
IRIS_313-11814	KIKUBA::IRGC_70722-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	42.0	5.0	3.0		7.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	41.0	5.0		2.0	1.0	5.0
IRIS_313-11815	MOSHI::IRGC_70730-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	5.0	3.0		7.0	1.0	10.0	1.0	20.0	3.0	3.0	61.0	60.0	3.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-11816	KARILETYONE::IRGC_70745-1	0.0	1.0	3.0	2.0	3.0	3.0	2.0			20.0	20.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	4.0	7.0		5.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	41.0	3.0	60.0	2.0	1.0	5.0
IRIS_313-11817	KHAOSAING::IRGC_70746-2	1.0	2.0	4.0	2.0	4.0	3.0	2.0			80.0	87.0		80.0				3.0		84.0	80.0	5.0	2.0		5.0		80.0	3.0	91.0	4.0	3.0		9.0	3.0	80.0	1.0	80.0	2.0	1.0	80.0	89.0	5.0	80.0	5.0	81.0	2.0	1.0	7.0
IRIS_313-11818	LETYONE::IRGC_70753-1	1.0	2.0	5.0	3.0	4.0	3.0	3.0			20.0	20.0		20.0				3.0		60.0	61.0	5.0	1.0		3.0		11.0	3.0	20.0	4.0	5.0		7.0	3.0	70.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	41.0	5.0	60.0	2.0	1.0	5.0
IRIS_313-11819	PADINTHUMA::IRGC_70762-2	0.0	2.0	3.0	2.0	3.0	3.0	2.0			20.0	20.0		0.0				3.0		60.0	61.0	7.0	1.0		3.0		11.0	3.0	53.0	4.0	3.0		5.0	3.0	10.0	1.0	20.0	3.0	1.0	61.0	60.0	5.0	41.0	4.0	60.0	2.0	1.0	7.0
IRIS_313-11820	PAKISTANHMWE::IRGC_70763-1	0.0	2.0	4.0	2.0	3.0	3.0	2.0			20.0	52.0		0.0				3.0		60.0	61.0	7.0	1.0		3.0		11.0	3.0	20.0	4.0	3.0		7.0	3.0	10.0	1.0	20.0	3.0	1.0	61.0	60.0	5.0	41.0	4.0	60.0	2.0	1.0	7.0
IRIS_313-11794	TSIPALA_MENAHAR::IRGC_69979-1								0.0	2.0	52.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	3.0		3.0	3.0	0.0	11.0	3.0	52.0	4.0	5.0	0.0	7.0	3.0		1.0	20.0	4.0	3.0	62.0	60.0	5.0	41.0	5.0	60.0	4.0	1.0	5.0
IRIS_313-11821	19::IRGC_70786-1	0.0	2.0	6.0	3.0	4.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	5.0	3.0		7.0	1.0	10.0	1.0	20.0	5.0	1.0	61.0	60.0	3.0	84.0	4.0		2.0	1.0	5.0
IRIS_313-11822	BHONDU_PAREWA::IRGC_70802-3	0.0	2.0	7.0	2.0	3.0	3.0	2.0				80.0		0.0				3.0		84.0	80.0	3.0	1.0		3.0		84.0	3.0	52.0	5.0	3.0		7.0	2.0	10.0	1.0	20.0	5.0	3.0	80.0	85.0	3.0	41.0	4.0		2.0	1.0	7.0
IRIS_313-11823	BHU_BHUSI::IRGC_70803-1	0.0	2.0	7.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	5.0	3.0		9.0	1.0	10.0	1.0	20.0	2.0	3.0	61.0	60.0	3.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-11824	DHANIYA_PHOOL::IRGC_70811-1	1.0	2.0	5.0	2.0	3.0	3.0	2.0				80.0		80.0				3.0		84.0	80.0	3.0	1.0		5.0		84.0	3.0	42.0	5.0	1.0		9.0	2.0	10.0	1.0	20.0	5.0	3.0	80.0	86.0	1.0	84.0	4.0		2.0	1.0	5.0
IRIS_313-11825	HANSRAJ::IRGC_70836-3	1.0	2.0	6.0	2.0	4.0	4.0	2.0				20.0		20.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	5.0	3.0		7.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	41.0	3.0		2.0	1.0	7.0
IRIS_313-11826	HIRA_NAKHI::IRGC_70840-1	0.0	2.0	6.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	5.0	3.0		9.0	2.0	10.0	1.0	20.0	4.0	1.0	61.0	60.0	5.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-11827	KARI_GURMATIA::IRGC_70850-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	5.0	1.0		7.0	2.0	70.0	1.0	20.0	3.0	3.0	61.0	60.0	3.0	60.0	5.0		2.0	1.0	5.0
IRIS_313-11828	LALI_GURMATIA::IRGC_70854-1	1.0	2.0	6.0	2.0	3.0	3.0	2.0				80.0		80.0				3.0		80.0	80.0	5.0	1.0		5.0		84.0	3.0	52.0	5.0	1.0		7.0	2.0	10.0	1.0	20.0	5.0	3.0	80.0	85.0	7.0	41.0	5.0		2.0	1.0	4.0
IRIS_313-11829	MUNJI::IRGC_70928-1	0.0	1.0	3.0	3.0	2.0	2.0	2.0			20.0	20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	4.0	9.0		9.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	1.0	60.0	1.0	60.0	2.0	5.0	5.0
IRIS_313-11830	KANDEKE_YAIGAITI::IRGC_70961-1	0.0	2.0	6.0	3.0	4.0	3.0	2.0			20.0	20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	2.0	7.0		3.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	5.0	60.0	2.0	5.0	5.0
IRIS_313-11795	DA_GU_AI_7::IRGC_70075-1	0.0	1.0	2.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	20.0	5.0	7.0		7.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	1.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-11831	KHAO'_DAENG_HAWM::IRGC_71001-1									2.0	20.0	60.0	0.0	0.0		0.0		1.0	0.0	60.0	61.0	1.0		5.0	7.0	0.0	11.0	3.0	53.0	1.0	7.0	0.0	5.0	2.0		1.0	20.0	4.0	5.0	62.0	63.0	9.0	60.0	3.0	60.0	3.0	1.0	5.0
IRIS_313-11832	AE_WAWNG_POO_DOO::IRGC_71007-1	0.0	2.0	3.0	2.0	3.0	3.0	2.0			80.0	80.0		0.0				3.0		60.0	61.0	1.0	1.0		3.0		11.0	3.0	20.0	4.0	7.0		5.0	2.0	10.0	1.0	20.0	2.0	3.0	61.0	60.0	1.0	41.0	3.0	60.0	2.0	1.0	5.0
IRIS_313-11833	BOO_MAE::IRGC_71058-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0			20.0	80.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	53.0	4.0	5.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	4.0	60.0	2.0	1.0	5.0
IRIS_313-11834	BUENG_MONG_LENG_WE::IRGC_71088-1	0.0	2.0	4.0	2.0	4.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	5.0	3.0		3.0	2.0	10.0	1.0	20.0	3.0	3.0	61.0	60.0	1.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-11835	E_NOI_NAH::IRGC_71138-1	0.0	2.0	5.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	2.0		7.0		11.0	3.0	42.0	4.0	7.0		5.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	60.0	9.0		2.0	1.0	5.0
IRIS_313-11836	KHAO_KO_RAOH::IRGC_71208-1	0.0	2.0	7.0	2.0	4.0	3.0	3.0			20.0	20.0		0.0				3.0		60.0	61.0	5.0	1.0		5.0		11.0	3.0	53.0	3.0	5.0		9.0	3.0	10.0	1.0	20.0	2.0	3.0	61.0	60.0	5.0	41.0	3.0	60.0	2.0	1.0	9.0
IRIS_313-11837	KHAO_NAHNG_PRUNG::IRGC_71220-1	0.0	2.0	7.0	2.0	4.0	3.0	3.0			20.0	80.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	4.0	9.0		9.0	3.0	10.0	1.0	80.0	2.0	3.0	61.0	60.0	3.0	41.0	4.0	60.0	2.0	1.0	5.0
IRIS_313-11838	LEUM_DERN::IRGC_71288-1	0.0	2.0	4.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	2.0	9.0		9.0	3.0	10.0	1.0	20.0	2.0	1.0	61.0	60.0	1.0	60.0	2.0	60.0	2.0	1.0	5.0
IRIS_313-11839	MUAY::IRGC_71318-1	0.0	2.0	4.0	2.0	3.0	3.0	3.0			80.0	80.0		0.0				3.0		84.0	61.0	1.0			3.0		11.0	3.0	54.0	4.0	5.0		7.0	3.0	10.0	1.0	20.0	2.0	3.0	80.0	60.0	3.0	60.0	4.0	60.0	2.0	1.0	5.0
IRIS_313-11840	NIAW_NAHK_KRAD::IRGC_71352-1	0.0	2.0	7.0	2.0	4.0	3.0	2.0			80.0	80.0		0.0				3.0		60.0	61.0	1.0	2.0		3.0		11.0	3.0	54.0	2.0	7.0		9.0	3.0	10.0	1.0	20.0	2.0	3.0	61.0	60.0	1.0	41.0	3.0	60.0	2.0	1.0	5.0
IRIS_313-11796	DU_GEN_CHUAN::IRGC_70083-1	0.0	2.0	4.0	3.0	2.0	2.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	20.0	5.0	5.0		9.0	1.0	70.0	1.0	20.0	3.0	3.0	61.0	60.0	3.0	41.0	4.0		2.0	1.0	5.0
IRIS_313-11841	NIAW_NARAI::IRGC_71353-1	0.0	2.0	6.0	2.0	3.0	3.0	3.0			20.0	20.0		0.0				3.0		60.0	61.0	3.0	2.0		3.0		11.0	3.0	53.0	2.0	7.0		9.0	3.0	10.0	1.0	20.0	2.0	3.0	61.0	60.0	3.0	41.0	5.0	60.0	2.0	1.0	9.0
IRIS_313-11842	NIAW_YUANG_KHANUN::IRGC_71362-1								0.0	2.0	52.0	70.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	5.0		5.0	5.0	0.0	11.0	3.0	52.0	4.0	7.0	0.0	7.0	3.0		1.0	20.0	4.0	3.0	62.0	60.0	9.0	41.0	5.0	41.0	4.0	1.0	3.0
IRIS_313-11843	PAN_DAWK_MAHK::IRGC_71380-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	2.0	9.0		9.0	3.0	10.0	1.0	20.0	4.0	1.0	61.0	60.0	3.0	60.0	2.0	60.0	2.0	1.0	5.0
IRIS_313-11844	PUEY_TAW::IRGC_71405-1	0.0	2.0	6.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		7.0		11.0	3.0	20.0	4.0	7.0		5.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	60.0	5.0		2.0	1.0	5.0
IRIS_313-11845	SING_SAI::IRGC_71442-2	0.0	2.0	4.0	2.0	4.0	4.0	2.0				80.0		0.0				3.0		60.0	61.0	3.0	2.0		7.0		11.0	3.0	82.0	5.0	7.0		5.0	2.0	10.0	1.0	80.0	3.0	3.0	61.0	60.0	1.0	60.0	3.0		2.0	1.0	9.0
IRIS_313-11846	TON_TIA_GUAY_NU::IRGC_71467-1								0.0	2.0	70.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	3.0		7.0	7.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	5.0	3.0		1.0	20.0	4.0	3.0	62.0	60.0	7.0	60.0	5.0	60.0	4.0	1.0	5.0
IRIS_313-11848	PULUT_BURUNG::IRGC_71655-1	1.0	2.0	5.0	2.0	4.0	3.0	2.0			52.0	52.0		40.0				3.0		60.0	61.0	1.0	2.0		5.0		11.0	3.0	53.0	4.0	5.0		7.0	3.0	80.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	5.0	60.0	2.0	5.0	5.0
IRIS_313-11849	PULUT_SELEMYAM::IRGC_71820-1									2.0	70.0	70.0	20.0	70.0	2.0	0.0		2.0	0.0	60.0	61.0	5.0		3.0	5.0	84.0	11.0	3.0	54.0	4.0	5.0	0.0	9.0	1.0		1.0	20.0	4.0	3.0	62.0	60.0	7.0	60.0	4.0	60.0	4.0	1.0	5.0
IRIS_313-11850	SESAT_JADI::IRGC_71834-1									2.0	20.0	60.0	0.0	0.0		0.0		3.0	0.0	60.0	61.0	5.0		3.0	5.0	0.0	11.0	3.0	20.0	4.0	7.0	0.0	9.0	3.0		1.0	20.0	3.0	3.0	62.0	60.0	7.0	60.0	3.0	60.0	3.0	1.0	3.0
IRIS_313-11797	E_ZI_32::IRGC_70127-1	0.0	1.0	1.0	3.0	2.0	2.0	2.0				70.0		0.0				3.0		84.0	80.0	1.0	1.0		3.0		84.0	3.0	20.0	4.0	7.0		5.0	2.0	10.0	1.0	20.0	4.0	3.0	80.0	85.0	1.0	41.0	1.0		2.0	1.0	6.0
IRIS_313-11851	DUNA_AL::IRGC_71842-1	0.0	2.0	7.0	2.0	4.0	4.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	20.0	4.0	9.0		9.0	1.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	1.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-11852	BAI_MI_ZAI_7::IRGC_71940-1	0.0	1.0	3.0	2.0	2.0	3.0	2.0			20.0	20.0		0.0				3.0		60.0	61.0	7.0	1.0		3.0		11.0	3.0	20.0	4.0	7.0		9.0	3.0	10.0	1.0	20.0	4.0	1.0	61.0	60.0	3.0	41.0	3.0	60.0	2.0	1.0	5.0
IRIS_313-11853	BU_ZHI_MING::IRGC_71971-1	0.0	1.0	4.0	2.0	4.0	3.0	3.0				20.0		0.0				3.0		60.0	61.0	5.0	1.0		3.0		11.0	3.0	53.0	2.0	3.0		3.0	3.0	10.0	1.0	20.0	3.0	1.0	61.0	60.0	5.0	41.0	7.0	60.0	2.0	1.0	7.0
IRIS_313-11854	CHI_GU::IRGC_71988-1	0.0	2.0	4.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	53.0	2.0	1.0		7.0		10.0	1.0	20.0	4.0	3.0	61.0	63.0	3.0	41.0	3.0	60.0	2.0	1.0	5.0
IRIS_313-11855	DA_GUAN_YIN_ZHAN::IRGC_72006-1	0.0	2.0	4.0	3.0	3.0	2.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		1.0		11.0	3.0	53.0	3.0	3.0		7.0	3.0	10.0	1.0	20.0	5.0	1.0	61.0	63.0	1.0	41.0	3.0	60.0	2.0	1.0	5.0
IRIS_313-11856	DA_HEI_GU::IRGC_72009-1	0.0	2.0	4.0	3.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		3.0		11.0	3.0	53.0	3.0	3.0		7.0	3.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	41.0	3.0	60.0	2.0	1.0	5.0
IRIS_313-11857	DA_LI_BAI_63::IRGC_72016-1	0.0	2.0	6.0	2.0	3.0	3.0	3.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	53.0	4.0	3.0		7.0	3.0	10.0	1.0	20.0	4.0	1.0	61.0	60.0	3.0	41.0	4.0	60.0	2.0	1.0	5.0
IRIS_313-11858	DA_TIE_ZHAN::IRGC_72029-1	0.0	2.0	4.0	2.0	3.0	2.0	3.0				20.0		0.0				3.0		80.0	80.0	3.0	1.0		3.0		84.0	3.0	53.0	4.0	1.0		5.0	3.0	10.0	1.0	20.0	3.0	1.0	80.0	85.0	3.0	41.0	1.0	60.0	2.0	1.0	5.0
IRIS_313-11859	DONG_DU::IRGC_72037-1	0.0	1.0	4.0	3.0	3.0	3.0	3.0			20.0	20.0		0.0				3.0		60.0	61.0	1.0	1.0		3.0		11.0	3.0	20.0	4.0	5.0		7.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	60.0	1.0	60.0	2.0	5.0	5.0
